user,event,invited,timestamp,interested,not_interested
8949,1130067,0,2012-10-02 15:53:05.754,0,0
8949,1130381,0,2012-10-02 15:53:05.754,0,0
8949,1566551,0,2012-10-02 15:53:05.754,1,0
8949,1184649,0,2012-10-02 15:53:05.754,0,0
8949,1182052,0,2012-10-02 15:53:05.754,0,0
8949,1184938,0,2012-10-02 15:53:05.754,0,0
20546,1833225,0,2012-10-30 01:48:25.617,0,0
20546,1806207,0,2012-10-30 01:48:28.645,1,0
20546,1709580,0,2012-10-30 01:49:14.152,1,0
20546,1695837,0,2012-10-30 01:48:25.617,0,0
20546,1751156,0,2012-10-30 01:48:25.617,1,0
20546,1749917,0,2012-10-30 01:48:25.617,0,0
20546,1834854,0,2012-10-30 01:48:25.617,0,0
23668,,0,2012-11-18 21:43:36.519,1,0
23668,2322176,0,2012-11-18 21:43:36.519,0,0
23668,2280059,0,2012-11-18 21:43:36.519,0,0
23668,2319838,0,2012-11-18 21:43:36.519,0,0
23668,2298338,0,2012-11-18 21:43:36.519,0,0
23668,2321810,0,2012-11-18 21:43:36.519,0,0
31079,1985471,0,2012-11-07 03:05:24.446,0,0
31079,1998894,0,2012-11-07 03:05:24.446,0,0
31079,1910759,0,2012-11-07 03:05:24.446,0,0
31079,1913580,0,2012-11-07 03:05:24.446,0,0
31079,2253796,0,2012-11-07 03:05:24.446,1,0
31079,1984707,0,2012-11-07 03:05:24.446,0,0
13648,1903671,0,2012-11-07 12:30:08.950,1,0
13648,1997630,0,2012-11-07 12:30:04.340,1,0
13648,1953792,0,2012-11-07 12:30:04.340,0,0
13648,1685792,0,2012-10-24 01:00:14.160,0,0
13648,1566432,0,2012-10-24 01:00:14.160,0,0
13648,,0,2012-10-24 01:00:14.160,0,0
13648,1613425,0,2012-10-24 01:00:14.160,1,0
13648,1952507,0,2012-11-07 12:30:15.535,1,0
13648,1668304,0,2012-10-24 01:00:14.160,0,0
13648,2352536,0,2012-10-24 01:00:14.160,0,0
13648,1949972,0,2012-11-07 12:30:04.340,0,0
13648,1998966,0,2012-11-07 12:30:04.340,0,0
13648,1918412,0,2012-11-07 12:30:04.340,0,0
13648,2004227,0,2012-11-07 12:30:04.340,0,0
30773,1887503,0,2012-11-06 09:35:59.484,1,0
30773,1877813,0,2012-11-06 09:35:49.059,0,0
30773,1890526,0,2012-11-06 09:35:49.059,0,0
30773,1958329,0,2012-11-06 09:35:49.059,0,0
30773,1884845,0,2012-11-06 09:35:49.059,0,0
30773,1887321,0,2012-11-06 09:35:49.059,1,0
10603,1184823,0,2012-10-05 18:47:40.797,0,0
10603,2352536,0,2012-10-05 18:47:40.797,0,0
10603,1182205,0,2012-10-05 18:47:40.797,0,0
10603,1185134,0,2012-10-05 18:47:40.797,0,0
10603,1229191,0,2012-10-05 18:47:40.797,0,0
10603,1100091,0,2012-10-05 18:47:40.797,1,0
17226,1667856,0,2012-10-28 03:38:41.513,0,0
17226,1641914,0,2012-10-28 03:38:48.074,1,0
17226,1660640,0,2012-10-28 03:38:52.163,1,0
17226,,0,2012-10-28 03:38:41.513,0,0
17226,1709323,0,2012-10-28 03:38:41.513,0,0
17226,1664930,0,2012-10-28 03:38:41.513,0,0
17226,1664601,0,2012-10-28 03:38:41.513,1,0
3701,615103,0,2012-08-14 22:12:06.900,0,0
3701,590854,0,2012-08-14 22:12:06.900,1,0
3701,631436,0,2012-08-14 22:12:06.900,0,0
3701,607003,0,2012-08-14 22:12:06.900,0,0
3701,615109,0,2012-08-14 22:12:06.900,0,0
3701,615045,0,2012-08-14 22:12:06.900,0,0
8251,1120811,0,2012-10-01 13:48:05.535,0,0
8251,1115534,0,2012-10-01 13:48:05.535,0,0
8251,1131323,0,2012-10-01 13:48:05.535,0,0
8251,1170031,0,2012-10-01 13:48:05.535,0,0
8251,1132102,0,2012-10-01 13:48:05.535,0,0
8251,1159689,0,2012-10-01 13:48:05.535,1,0
13818,1565019,0,2012-10-24 20:40:33.908,1,0
13818,1572500,0,2012-10-24 20:40:33.908,0,0
13818,1627526,0,2012-10-24 20:40:33.908,0,0
13818,1525749,0,2012-10-24 20:40:33.908,0,0
13818,1605330,0,2012-10-24 20:40:33.908,0,0
13818,1534307,0,2012-10-24 20:40:33.908,0,0
10887,1277566,0,2012-10-07 01:01:06.034,0,0
10887,,0,2012-10-07 01:01:06.034,1,0
10887,1277996,0,2012-10-07 01:01:06.034,0,0
10887,1247278,0,2012-10-07 01:01:06.034,0,0
10887,1229785,0,2012-10-07 01:01:06.034,0,0
10887,1277954,0,2012-10-07 01:01:06.034,0,0
7627,1159531,0,2012-10-05 06:42:30.865,1,0
7627,1182052,0,2012-10-05 06:42:30.348,1,0
7627,1566551,0,2012-10-05 06:42:29.831,1,0
7627,1183605,0,2012-10-05 06:43:21.948,1,0
7627,1271906,0,2012-10-11 04:37:32.086,0,0
7627,1318351,0,2012-10-11 04:37:32.086,0,0
7627,1158741,0,2012-10-05 06:43:14.203,1,0
7627,1340765,0,2012-10-11 04:37:32.086,0,0
7627,1346064,0,2012-10-11 04:37:32.086,0,0
7627,1261610,0,2012-10-11 04:37:32.086,0,0
7627,1184938,0,2012-10-05 06:42:24.775,1,0
7627,1300218,0,2012-10-11 04:37:32.086,1,0
7627,1185777,0,2012-10-05 06:43:20.336,1,0
7627,1184630,0,2012-10-05 06:43:09.621,1,0
7627,2352536,0,2012-10-05 06:42:21.742,1,0
7627,1216012,0,2012-10-05 06:42:21.742,0,0
7627,1187314,0,2012-10-05 06:42:21.742,0,0
7627,1243128,0,2012-10-05 06:42:21.742,0,0
7627,1243675,0,2012-10-05 06:42:21.742,0,0
7627,1187320,0,2012-10-05 06:42:21.742,0,0
7627,2352476,0,2012-10-05 06:42:35.405,1,0
21593,1734705,0,2012-10-30 09:25:19.208,0,0
21593,,0,2012-10-30 09:25:19.208,1,0
21593,1707090,0,2012-10-30 09:25:19.208,0,0
21593,1774078,0,2012-10-30 09:25:19.208,0,0
21593,1767964,0,2012-10-30 09:25:19.208,0,0
21593,1803107,0,2012-10-30 09:25:19.208,0,0
10494,1182052,0,2012-10-05 12:51:22.928,0,0
10494,2352476,0,2012-10-05 12:51:23.927,1,0
10494,2352536,0,2012-10-05 12:51:23.901,1,0
10494,1178206,0,2012-10-05 12:51:22.928,0,0
10494,1566551,0,2012-10-05 12:51:22.928,0,0
10494,1184938,0,2012-10-05 12:51:22.928,1,0
10494,1159689,0,2012-10-05 12:51:22.928,0,0
10494,1164809,0,2012-10-05 12:51:22.928,0,0
10494,1184630,0,2012-10-05 12:51:24.462,1,0
29075,1788610,0,2012-11-03 15:26:46.507,1,0
29075,1822857,0,2012-11-03 15:26:46.507,0,0
29075,1862328,0,2012-11-03 15:26:46.507,0,0
29075,1883082,0,2012-11-03 15:26:46.507,0,0
29075,1832214,0,2012-11-03 15:26:46.507,0,0
34454,2327078,0,2012-11-17 19:43:28.249,0,0
34454,,0,2012-11-17 19:43:28.249,0,0
34454,2188345,0,2012-11-17 19:43:28.249,1,0
34454,2258801,0,2012-11-17 19:43:28.249,0,0
34454,2259432,0,2012-11-17 19:43:28.249,0,0
34454,2257816,0,2012-11-17 19:43:28.249,0,0
35627,2411575,0,2012-11-22 06:34:03.692,0,0
35627,2350196,0,2012-11-22 06:34:03.692,0,0
35627,2365716,0,2012-11-22 06:34:03.692,0,0
35627,2376906,0,2012-11-22 06:34:03.692,1,0
35627,2319663,0,2012-11-22 06:34:03.692,0,0
7175,1109310,1,2012-09-30 18:43:47.094,0,0
7175,1119788,0,2012-09-30 18:43:47.094,0,0
7175,1118692,0,2012-09-30 18:43:47.094,0,0
7175,1131387,0,2012-09-30 18:43:47.094,0,0
7175,1138697,0,2012-09-30 18:43:47.094,1,0
7175,1133605,1,2012-09-30 18:43:47.094,0,0
18703,1689909,0,2012-10-29 05:37:54.772,1,0
18703,1740051,0,2012-10-29 05:37:54.772,0,0
18703,1706850,0,2012-10-29 05:37:54.772,0,0
18703,1718690,0,2012-10-29 05:37:54.772,0,0
18703,1764614,0,2012-10-29 05:37:54.772,0,0
18703,1767397,0,2012-10-29 05:37:54.772,0,0
8936,1566551,0,2012-10-02 15:33:58.471,1,0
8936,1185777,0,2012-10-02 15:33:58.471,0,0
8936,1182052,0,2012-10-02 15:33:58.471,0,0
8936,1187314,0,2012-10-02 15:33:58.471,0,0
8936,2352536,0,2012-10-02 15:34:03.043,1,0
8936,2352476,1,2012-10-02 15:34:01.518,1,0
8936,1206502,0,2012-10-02 15:33:58.471,0,0
8936,1184938,0,2012-10-02 15:33:58.471,0,0
13857,1685371,0,2012-10-24 01:28:46.906,0,0
13857,1562282,0,2012-10-24 01:28:46.906,0,0
13857,1642687,0,2012-10-24 01:28:46.906,0,0
13857,1569292,0,2012-10-24 01:28:46.906,1,0
13857,1605480,0,2012-10-24 01:28:46.906,0,0
13857,1605411,0,2012-10-24 01:28:46.906,0,0
17438,1750603,0,2012-10-28 06:02:19.350,0,0
17438,,0,2012-10-28 06:02:19.350,0,0
17438,1747905,0,2012-10-28 06:02:19.350,0,0
17438,1749917,0,2012-10-28 06:02:19.350,0,0
17438,1691086,0,2012-10-28 06:02:19.350,0,0
17438,1709580,0,2012-10-28 06:02:19.350,1,0
17578,1699569,0,2012-10-28 07:44:01.951,0,0
17578,1688327,0,2012-10-28 07:44:01.951,0,0
17578,1655467,0,2012-10-28 07:44:01.951,0,0
17578,1706850,0,2012-10-28 07:44:01.951,0,0
17578,1642125,0,2012-10-28 07:44:01.951,1,0
17578,1661988,0,2012-10-28 07:44:01.951,0,0
26934,1847491,0,2012-11-01 03:51:11.338,0,0
26934,1772214,0,2012-11-01 03:51:11.338,0,0
26934,1793590,0,2012-11-01 03:51:11.338,0,0
26934,1855576,0,2012-11-01 03:51:11.338,0,0
26934,1830592,0,2012-11-01 03:51:11.338,1,0
26934,1802362,0,2012-11-01 03:51:11.338,0,0
29747,1890280,0,2012-11-04 16:03:39.263,0,0
29747,1903310,0,2012-11-04 16:03:39.263,0,0
29747,1903949,0,2012-11-04 16:03:39.263,0,0
29747,,0,2012-11-04 16:03:39.263,1,0
29747,1904073,0,2012-11-04 16:03:39.263,0,0
29747,1903353,0,2012-11-04 16:03:39.263,0,0
12926,1448229,0,2012-10-19 17:27:10.805,0,0
12926,1450275,0,2012-10-19 17:27:26.972,0,1
12926,1436416,0,2012-10-19 17:27:10.805,1,0
12926,1447150,0,2012-10-19 17:27:10.805,0,0
12926,1481989,0,2012-10-19 17:27:10.805,0,0
12926,1449083,0,2012-10-19 17:27:10.805,0,0
12926,1489316,0,2012-10-19 17:27:10.805,0,0
23685,,0,2012-10-30 23:42:43.157,0,0
23685,1772292,0,2012-10-30 23:42:43.157,0,0
23685,1807053,0,2012-10-30 23:42:43.157,0,0
23685,1985667,0,2012-10-30 23:42:43.157,0,0
23685,1720031,0,2012-10-30 23:44:25.269,1,0
23685,1944259,0,2012-10-30 23:42:43.157,1,0
23685,1750446,0,2012-10-30 23:42:43.157,0,0
12533,1407843,0,2012-10-17 09:46:36.627,0,0
12533,1489385,0,2012-10-17 09:46:36.627,0,0
12533,2352536,0,2012-10-17 09:46:36.627,1,0
12533,1446153,0,2012-10-17 09:46:36.627,0,0
12533,1449401,0,2012-10-17 09:48:22.967,1,0
12533,2352476,0,2012-10-17 09:48:30.761,1,0
